"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"630","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","438","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'RIGHT_MARGIN_SEARCH' is not final.","Code Style","VariableNamingConventions"
"631","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","438","VariableNamingConventions: Variables should start with a lowercase character, 'RIGHT_MARGIN_SEARCH' starts with uppercase character.","Code Style","VariableNamingConventions"
"632","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","438","VariableNamingConventions: Variables should start with a lowercase character, 'RIGHT_MARGIN_SEARCH' starts with uppercase character.","Code Style","VariableNamingConventions"
"633","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","439","LocalVariableCouldBeFinal: Local variable 'BOTTOM_MARGIN_SEARCH' could be declared final","Code Style","LocalVariableCouldBeFinal"
"634","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","439","LocalVariableCouldBeFinal: Local variable 'BOTTOM_MARGIN_SEARCH' could be declared final","Code Style","LocalVariableCouldBeFinal"
"635","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","439","LocalVariableNamingConventions: The local variable name 'BOTTOM_MARGIN_SEARCH' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"636","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","439","LocalVariableNamingConventions: The local variable name 'BOTTOM_MARGIN_SEARCH' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"637","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","439","LongVariable: Avoid excessively long variable names like BOTTOM_MARGIN_SEARCH","Code Style","LongVariable"
"638","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","439","LongVariable: Avoid excessively long variable names like BOTTOM_MARGIN_SEARCH","Code Style","LongVariable"
"639","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","439","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BOTTOM_MARGIN_SEARCH' is not final.","Code Style","VariableNamingConventions"
"640","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","439","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'BOTTOM_MARGIN_SEARCH' is not final.","Code Style","VariableNamingConventions"
"641","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","439","VariableNamingConventions: Variables should start with a lowercase character, 'BOTTOM_MARGIN_SEARCH' starts with uppercase character.","Code Style","VariableNamingConventions"
"642","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","439","VariableNamingConventions: Variables should start with a lowercase character, 'BOTTOM_MARGIN_SEARCH' starts with uppercase character.","Code Style","VariableNamingConventions"
"643","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","451","UseUnderscoresInNumericLiterals: Number 50000 should separate every third digit with an underscore","Code Style","UseUnderscoresInNumericLiterals"
"644","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","451","UseUnderscoresInNumericLiterals: Number 50000 should separate every third digit with an underscore","Code Style","UseUnderscoresInNumericLiterals"
"645","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","458","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"646","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","458","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"647","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","459","NullAssignment: Assigning an Object to null is a code smell.  Consider refactoring.","Error Prone","NullAssignment"
"648","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","459","NullAssignment: Assigning an Object to null is a code smell.  Consider refactoring.","Error Prone","NullAssignment"
"649","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","462","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"650","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","462","LawOfDemeter: Potential violation of Law of Demeter (method chain calls)","Design","LawOfDemeter"
"651","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","472","MethodArgumentCouldBeFinal: Parameter 'height' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"652","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","472","MethodArgumentCouldBeFinal: Parameter 'height' is not assigned and could be declared final","Code Style","MethodArgumentCouldBeFinal"
"653","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","481","LocalVariableCouldBeFinal: Local variable 'HEIGHT' could be declared final","Code Style","LocalVariableCouldBeFinal"
"654","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","481","LocalVariableCouldBeFinal: Local variable 'HEIGHT' could be declared final","Code Style","LocalVariableCouldBeFinal"
"655","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","481","LocalVariableNamingConventions: The local variable name 'HEIGHT' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"656","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","481","LocalVariableNamingConventions: The local variable name 'HEIGHT' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"657","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","481","VariableNamingConventions: Variables should start with a lowercase character, 'HEIGHT' starts with uppercase character.","Code Style","VariableNamingConventions"
"658","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","481","VariableNamingConventions: Variables should start with a lowercase character, 'HEIGHT' starts with uppercase character.","Code Style","VariableNamingConventions"
"659","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","482","LocalVariableCouldBeFinal: Local variable 'WIDTH' could be declared final","Code Style","LocalVariableCouldBeFinal"
"660","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","482","LocalVariableCouldBeFinal: Local variable 'WIDTH' could be declared final","Code Style","LocalVariableCouldBeFinal"
"661","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","482","LocalVariableNamingConventions: The local variable name 'WIDTH' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"662","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","482","LocalVariableNamingConventions: The local variable name 'WIDTH' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"663","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","482","VariableNamingConventions: Variables should start with a lowercase character, 'WIDTH' starts with uppercase character.","Code Style","VariableNamingConventions"
"664","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","482","VariableNamingConventions: Variables should start with a lowercase character, 'WIDTH' starts with uppercase character.","Code Style","VariableNamingConventions"
"665","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","485","LocalVariableCouldBeFinal: Local variable 'TOP_MARGIN_COMPASS' could be declared final","Code Style","LocalVariableCouldBeFinal"
"666","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","485","LocalVariableCouldBeFinal: Local variable 'TOP_MARGIN_COMPASS' could be declared final","Code Style","LocalVariableCouldBeFinal"
"667","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","485","LocalVariableNamingConventions: The local variable name 'TOP_MARGIN_COMPASS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"668","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","485","LocalVariableNamingConventions: The local variable name 'TOP_MARGIN_COMPASS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"669","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","485","LongVariable: Avoid excessively long variable names like TOP_MARGIN_COMPASS","Code Style","LongVariable"
"670","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","485","LongVariable: Avoid excessively long variable names like TOP_MARGIN_COMPASS","Code Style","LongVariable"
"671","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","485","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'TOP_MARGIN_COMPASS' is not final.","Code Style","VariableNamingConventions"
"672","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","485","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'TOP_MARGIN_COMPASS' is not final.","Code Style","VariableNamingConventions"
"673","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","485","VariableNamingConventions: Variables should start with a lowercase character, 'TOP_MARGIN_COMPASS' starts with uppercase character.","Code Style","VariableNamingConventions"
"674","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","485","VariableNamingConventions: Variables should start with a lowercase character, 'TOP_MARGIN_COMPASS' starts with uppercase character.","Code Style","VariableNamingConventions"
"675","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","487","LocalVariableCouldBeFinal: Local variable 'LEFT_MARGIN_COMPASS' could be declared final","Code Style","LocalVariableCouldBeFinal"
"676","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","487","LocalVariableCouldBeFinal: Local variable 'LEFT_MARGIN_COMPASS' could be declared final","Code Style","LocalVariableCouldBeFinal"
"677","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","487","LocalVariableNamingConventions: The local variable name 'LEFT_MARGIN_COMPASS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"678","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","487","LocalVariableNamingConventions: The local variable name 'LEFT_MARGIN_COMPASS' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","LocalVariableNamingConventions"
"679","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","487","LongVariable: Avoid excessively long variable names like LEFT_MARGIN_COMPASS","Code Style","LongVariable"
"680","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","3","487","LongVariable: Avoid excessively long variable names like LEFT_MARGIN_COMPASS","Code Style","LongVariable"
"681","com.esri.arcgisruntime.opensourceapps.mapsapp","maps-app/src/main/java/com/esri/arcgisruntime/opensourceapps/mapsapp/MapFragment.java","1","487","VariableNamingConventions: Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'LEFT_MARGIN_COMPASS' is not final.","Code Style","VariableNamingConventions"
